,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A
11,h65kWVNh,2024-11-16,16:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Loughgall,Coleraine,ROUND 17,3.9,3.6,1.75,1.27,3.4,1.03,14.0,1.2,4.4,1.68,2.12,1.64,2.16,3.9,1.24,1.98,1.78
12,lEWdUzO9,2024-11-16,16:00,SCOTLAND - CHAMPIONSHIP,Ayr,Queen's Park,ROUND 14,1.95,3.25,3.9,1.44,2.63,1.04,9.0,1.33,3.25,2.05,1.75,1.83,1.83,1.98,1.88,1.26,3.7
13,8GnbSEhM,2024-11-16,16:00,SCOTLAND - CHAMPIONSHIP,Dunfermline,Airdrieonians,ROUND 14,1.8,3.4,4.4,1.4,2.75,1.06,8.0,1.3,3.4,2.03,1.83,1.83,1.83,1.85,2.0,1.23,4.0
14,vawUMhGq,2024-11-16,16:00,SCOTLAND - CHAMPIONSHIP,Livingston,Falkirk,ROUND 14,4.0,3.3,1.91,1.44,2.63,1.06,8.0,1.33,3.25,2.05,1.75,1.83,1.83,3.55,1.28,1.88,1.98
15,0ERxLWpd,2024-11-16,16:00,SCOTLAND - CHAMPIONSHIP,Partick Thistle,Hamilton,ROUND 14,1.73,3.6,4.6,1.36,3.0,1.05,8.5,1.25,3.75,1.83,2.03,1.8,1.91,1.75,2.05,1.21,4.25
16,SKJOrzw3,2024-11-16,16:00,SCOTLAND - CHAMPIONSHIP,Raith,Morton,ROUND 14,1.75,3.3,5.0,1.44,2.63,1.07,7.5,1.36,3.0,2.15,1.67,2.1,1.67,1.7,2.1,1.18,4.8
17,63bg5ZFF,2024-11-16,16:15,SPAIN - LALIGA2,Castellon,Mirandes,ROUND 15,1.73,3.7,4.33,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,1.8,1.91,1.8,2.05,1.23,4.0
18,4bttdVx2,2024-11-16,16:15,SPAIN - LALIGA2,Eldense,Albacete,ROUND 15,2.3,3.2,3.0,1.4,2.75,1.06,10.0,1.29,3.5,2.0,1.85,1.73,2.0,2.25,1.63,1.38,3.0
19,0AwR06Mb,2024-11-16,18:00,EUROPE - UEFA NATIONS LEAGUE,Georgia,Ukraine,LEAGUE B ,2.38,3.3,2.8,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83,2.5,1.5,1.45,2.68
20,lYM6IVm1,2024-11-16,18:00,EUROPE - UEFA NATIONS LEAGUE,Montenegro,Iceland,LEAGUE B ,2.3,3.3,2.9,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83,2.35,1.58,1.4,2.85
21,EFUgLX3r,2024-11-16,18:00,EUROPE - UEFA NATIONS LEAGUE,Turkey,Wales,LEAGUE B ,1.7,3.7,4.5,1.4,2.75,1.05,11.0,1.3,3.4,2.02,1.88,1.83,1.83,1.68,2.15,1.19,4.5
22,xMireSWg,2024-11-16,18:00,EUROPE - UEFA NATIONS LEAGUE,Andorra,Moldova,LEAGUE D ,4.2,3.0,1.95,1.67,2.1,1.14,5.0,1.62,2.2,3.0,1.36,2.63,1.44,4.6,1.19,1.88,1.98
23,b7CtYigt,2024-11-16,18:30,NORTHERN IRELAND - NIFL PREMIERSHIP,Larne,Linfield,ROUND 17,3.0,3.1,2.25,1.43,2.6,1.07,8.5,1.41,2.8,2.35,1.56,2.07,1.7,3.05,1.36,1.61,2.25
24,jgo01QEs,2024-11-16,18:30,SPAIN - LALIGA2,Levante,Elche,ROUND 15,2.3,3.3,2.9,1.44,2.63,1.07,8.5,1.36,3.0,2.15,1.67,1.83,1.83,2.3,1.6,1.38,3.0
25,pfJSJYU8,2024-11-16,18:30,SPAIN - LALIGA2,Racing Santander,Burgos CF,ROUND 15,1.55,4.2,5.0,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.8,1.91,1.58,2.35,1.15,5.5
26,6Z0XM5dp,2024-11-16,20:45,EUROPE - UEFA NATIONS LEAGUE,Netherlands,Hungary,LEAGUE A ,1.33,5.0,7.5,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.35,1.83,1.83,1.35,3.1,1.1,7.0
27,t660poxI,2024-11-16,20:45,EUROPE - UEFA NATIONS LEAGUE,Albania,Czech Republic,LEAGUE B ,3.1,3.3,2.2,1.44,2.63,1.07,8.5,1.36,3.0,2.15,1.67,1.83,1.83,3.1,1.35,1.65,2.2
28,6DuzHOB3,2024-11-16,20:45,EUROPE - UEFA NATIONS LEAGUE,Sweden,Slovakia,LEAGUE C ,1.6,4.2,4.75,1.33,3.25,1.04,9.0,1.22,4.0,1.75,2.05,1.67,2.1,1.68,2.15,1.19,4.5
29,GAaHOioD,2024-11-16,21:00,BRAZIL - SERIE B,Novorizontino,Paysandu PA,ROUND 37,1.44,4.0,7.0,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,2.38,1.53,1.45,2.68,1.1,7.0
30,nLv9a4qf,2024-11-16,21:00,SPAIN - LALIGA2,Gijon,Granada CF,ROUND 15,1.85,3.4,4.0,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,1.91,1.8,1.93,1.93,1.26,3.7
31,pCxQFr9d,2024-11-16,22:00,PARAGUAY - PRIMERA DIVISION,Sp. Luqueno,Ameliano,CLAUSURA ,2.3,3.0,3.0,1.57,2.25,1.11,6.5,1.5,2.5,2.5,1.5,2.1,1.67,2.35,1.58,1.35,3.1
32,hSSQ1lIH,2024-11-16,22:30,BRAZIL - SERIE A BETANO,Athletico-PR,Atletico-MG,ROUND 19,2.25,3.3,3.0,1.5,2.5,1.07,9.0,1.36,3.2,2.1,1.7,1.95,1.8,2.25,1.63,1.38,3.0
33,2BPmIXwm,2024-11-16,23:00,BRAZIL - SERIE B,Amazonas,Goias,ROUND 37,4.33,3.3,1.83,1.5,2.5,1.08,8.0,1.4,2.75,2.35,1.57,2.1,1.67,4.25,1.21,2.0,1.85
