,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A
16,d6beuDIc,2024-12-05,14:00,BULGARIA - PARVA LIGA,Slavia Sofia,Hebar,ROUND 18,1.36,4.0,7.5,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,2.38,1.53,1.4,2.85,1.1,7.0
17,QBwSe5p9,2024-12-05,15:00,INDIA - ISL,Odisha FC,Mumbai City,ROUND 11,2.38,3.5,2.5,1.33,3.25,1.04,13.0,1.2,4.33,1.67,2.15,1.57,2.25,2.43,1.53,1.5,2.5
18,lnGe4V0d,2024-12-05,16:10,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Damac,Al Feiha,ROUND 13,1.8,3.5,3.5,1.4,2.75,1.02,11.0,1.29,3.5,1.9,1.9,1.8,1.91,1.88,1.93,1.28,3.55
19,x8djQCNF,2024-12-05,16:15,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Wehda,Al Okhdood,ROUND 13,2.7,3.3,2.2,1.4,2.75,1.02,11.0,1.25,3.75,1.85,1.95,1.67,2.1,2.85,1.4,1.6,2.3
20,pSUxNV2T,2024-12-05,16:30,BULGARIA - PARVA LIGA,Botev Plovdiv,Krumovgrad,ROUND 18,1.36,4.0,8.0,1.44,2.63,1.06,10.0,1.36,3.0,2.15,1.67,2.5,1.5,1.4,2.85,1.11,6.6
21,zNUfW7Ni,2024-12-05,17:00,UKRAINE - PREMIER LEAGUE,Shakhtar Donetsk,Vorskla Poltava,ROUND 16,1.2,6.0,10.0,1.29,3.3,1.01,13.0,1.18,4.4,1.55,2.3,2.1,1.67,1.2,3.75,1.03,9.0
22,UuQTJ6tQ,2024-12-05,17:30,CZECH REPUBLIC - CHANCE LIGA,Mlada Boleslav,Liberec,ROUND 8,2.25,3.4,2.8,1.36,3.0,1.04,13.0,1.22,4.0,1.75,2.05,1.67,2.1,2.3,1.6,1.4,2.85
23,I5bHA23C,2024-12-05,17:30,CZECH REPUBLIC - CHANCE LIGA,Ostrava,Slavia Prague,ROUND 8,4.33,3.7,1.67,1.36,3.0,1.04,13.0,1.22,4.0,1.75,2.05,1.75,2.0,4.5,1.19,2.15,1.68
24,xUXQxj7L,2024-12-05,18:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Shabab,Al Fateh,ROUND 13,1.33,4.2,7.0,1.33,3.25,1.04,9.0,1.2,4.33,1.7,2.1,1.91,1.8,1.43,2.75,1.11,6.6
25,GdKXzT9L,2024-12-05,18:30,NORWAY - ELITESERIEN,Moss,Haugesund,RELEGATION ,2.7,3.25,2.3,1.38,2.75,1.01,10.5,1.26,3.45,1.95,1.76,1.72,1.98,2.65,1.45,1.5,2.48
26,2LbUWUt0,2024-12-05,18:45,ISRAEL - LIGAT HA'AL,Maccabi Bnei Raina,Ironi Tiberias,ROUND 12,1.85,3.1,3.9,1.5,2.5,1.08,8.0,1.36,3.0,2.25,1.62,2.0,1.73,1.9,1.95,1.22,4.15
27,nX2IRfMH,2024-12-05,19:00,ISRAEL - LIGAT HA'AL,Maccabi Tel Aviv,Hapoel Hadera,ROUND 12,1.15,7.05,12.0,1.25,3.75,1.03,17.0,1.14,5.5,1.5,2.5,2.25,1.57,1.19,4.5,,
28,Mw58COYa,2024-12-05,20:00,CZECH REPUBLIC - CHANCE LIGA,Plzen,Teplice,ROUND 8,1.33,4.6,7.5,1.33,3.25,1.03,15.0,1.2,4.33,1.7,2.1,1.95,1.8,1.38,3.0,1.11,6.8
29,nXQZfZtQ,2024-12-05,20:00,HUNGARY - OTP BANK LIGA,Debrecen,Ferencvaros,ROUND 1,5.8,4.2,1.44,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.73,2.0,5.5,1.15,2.43,1.53
30,fgbpdxLE,2024-12-05,20:30,ENGLAND - PREMIER LEAGUE,Fulham,Brighton,ROUND 14,2.38,3.5,2.9,1.3,3.4,1.03,15.0,1.2,4.5,1.62,2.3,1.53,2.38,2.3,1.6,1.43,2.75
31,0WxBsw6L,2024-12-05,21:15,ENGLAND - PREMIER LEAGUE,Bournemouth,Tottenham,ROUND 14,2.7,3.7,2.45,1.22,4.0,1.02,19.0,1.13,6.0,1.44,2.75,1.36,3.0,2.5,1.5,1.55,2.38
32,A9UZAxt1,2024-12-05,21:15,PORTUGAL - LIGA PORTUGAL,Moreirense,Sporting CP,ROUND 13,8.5,4.8,1.35,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.05,1.7,7.0,1.1,3.1,1.35
