,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A
17,C66nTKo1,2024-11-27,19:00,SPAIN - LALIGA2,Castellon,Racing Club Ferrol,ROUND 13,1.6,4.0,4.8,1.36,3.0,1.05,11.0,1.22,4.0,1.8,2.0,1.8,1.91,1.63,2.25,1.16,5.25
18,KCTDqtWs,2024-11-27,19:00,SPAIN - LALIGA2,Levante,Malaga,ROUND 13,1.83,3.5,4.0,1.44,2.63,1.07,9.0,1.33,3.25,2.08,1.73,1.91,1.8,1.85,2.0,1.21,4.25
19,8A59j2KD,2024-11-27,20:30,URUGUAY - PRIMERA DIVISION,Boston River,Racing Montevideo,CLAUSURA ,2.38,3.0,2.88,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.73,2.43,1.53,1.4,2.85
20,U5u5E51b,2024-11-27,20:45,ENGLAND - CHAMPIONSHIP,Cardiff,QPR,ROUND 17,2.05,3.4,3.9,1.44,2.63,1.06,10.0,1.33,3.4,2.1,1.73,1.83,1.83,2.0,1.9,1.28,3.55
21,QPtrDVTP,2024-11-27,20:45,ENGLAND - CHAMPIONSHIP,Leeds,Luton,ROUND 17,1.44,4.5,8.0,1.36,3.0,1.05,11.0,1.25,4.0,1.83,2.03,2.0,1.73,1.4,2.85,1.11,6.8
22,dU8lKnyg,2024-11-27,20:45,ENGLAND - CHAMPIONSHIP,Middlesbrough,Blackburn,ROUND 17,1.55,4.2,6.0,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.8,1.91,1.53,2.43,1.14,5.75
23,jT1cIQ55,2024-11-27,20:45,ENGLAND - CHAMPIONSHIP,Portsmouth,Millwall,ROUND 17,3.2,3.2,2.38,1.5,2.5,1.08,8.0,1.4,3.0,2.2,1.67,1.91,1.8,3.0,1.38,1.63,2.25
24,EqOSkhw9,2024-11-27,21:00,EUROPE - CHAMPIONS LEAGUE,Aston Villa,Juventus,LEAGUE PHASE ,2.3,3.3,3.25,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,1.8,1.95,2.25,1.63,1.35,3.1
25,K6Ku6Pp4,2024-11-27,21:00,EUROPE - CHAMPIONS LEAGUE,Bologna,Lille,LEAGUE PHASE ,2.4,3.3,3.1,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,1.8,1.95,2.3,1.6,1.38,3.0
26,dACqdZbk,2024-11-27,21:00,EUROPE - CHAMPIONS LEAGUE,Celtic,Club Brugge KV,LEAGUE PHASE ,2.0,3.7,3.6,1.3,3.4,1.04,13.0,1.2,4.5,1.67,2.2,1.57,2.25,2.03,1.87,1.3,3.45
27,p0CIBatn,2024-11-27,21:00,EUROPE - CHAMPIONS LEAGUE,D. Zagreb,Dortmund,LEAGUE PHASE ,4.6,4.0,1.73,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,1.57,2.25,4.25,1.21,2.15,1.68
28,SG7yOTV8,2024-11-27,21:00,EUROPE - CHAMPIONS LEAGUE,Liverpool,Real Madrid,LEAGUE PHASE ,1.91,3.8,3.9,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.5,1.53,2.38,1.88,2.02,1.28,3.55
29,CvlBy2Ib,2024-11-27,21:00,EUROPE - CHAMPIONS LEAGUE,Monaco,Benfica,LEAGUE PHASE ,2.25,3.6,3.1,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.57,2.25,2.2,1.65,1.38,3.0
30,86aOvSU7,2024-11-27,21:00,EUROPE - CHAMPIONS LEAGUE,PSV,Shakhtar Donetsk,LEAGUE PHASE ,1.44,4.75,7.5,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,1.8,1.95,1.4,2.85,1.12,6.4
31,jLTDCqWA,2024-11-27,21:00,ENGLAND - CHAMPIONSHIP,Derby,Swansea,ROUND 17,2.5,3.2,3.0,1.5,2.5,1.07,9.0,1.4,3.0,2.2,1.67,1.91,1.8,2.38,1.55,1.45,2.68
32,x2BD1EaU,2024-11-27,22:00,MEXICO - LIGA MX,Atl. San Luis,U.A.N.L.- Tigres,APERTURA ,3.25,3.4,2.12,1.36,3.0,1.04,12.0,1.22,4.0,1.8,2.0,1.67,2.1,3.1,1.32,1.65,2.15
33,0tUjsnHa,2024-11-27,22:00,MEXICO - LIGA MX,Club America,Toluca,APERTURA ,1.91,3.6,3.3,1.33,3.25,1.04,13.0,1.2,4.33,1.67,2.15,1.57,2.25,2.03,1.83,1.3,3.45
34,C81gKcbc,2024-11-27,22:00,MEXICO - LIGA MX,Club Tijuana,Cruz Azul,APERTURA ,3.5,3.3,1.95,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.75,2.0,3.55,1.28,1.83,2.03
35,zwFd5d05,2024-11-27,22:00,MEXICO - LIGA MX,Monterrey,U.N.A.M.- Pumas,APERTURA ,2.0,3.45,3.45,1.44,2.63,1.08,8.0,1.36,3.0,2.15,1.67,1.95,1.8,2.05,1.8,1.23,3.7
36,YTYD1SSE,2024-11-27,22:45,URUGUAY - PRIMERA DIVISION,Cerro Largo,Defensor Sp.,CLAUSURA ,3.0,3.0,2.6,1.53,2.38,1.1,7.0,1.4,2.75,2.35,1.57,1.91,1.8,2.85,1.4,1.53,2.43
