,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A
1,W2BWB3S1,2024-11-11,00:00,MEXICO - LIGA MX,Necaxa,Atlas,APERTURA ,2.38,3.25,2.7,1.4,2.75,1.06,10.0,1.29,3.5,2.03,1.83,1.7,2.05,2.5,1.5,1.38,3.0
2,Q3T7Xyhn,2024-11-11,00:20,COLOMBIA - PRIMERA A,Aguilas,Chico,CLAUSURA ,1.8,3.3,4.2,1.5,2.5,1.08,7.5,1.4,2.75,2.3,1.6,2.1,1.67,1.88,1.98,1.23,4.1
3,6ZM2aIvm,2024-11-11,00:30,PARAGUAY - PRIMERA DIVISION,Guarani,Sol de America,CLAUSURA ,2.0,3.25,3.4,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,1.91,1.8,2.08,1.73,1.3,3.45
4,GfJHITtH,2024-11-11,00:30,USA - USL CHAMPIONSHIP,Colorado Springs,Orange County SC,PLAY OFFS ,1.5,4.0,5.5,1.3,3.15,1.05,9.0,1.23,3.55,1.78,1.86,1.9,1.82,1.54,2.38,1.17,4.3
5,C6rD7BGb,2024-11-11,01:00,COSTA RICA - PRIMERA DIVISION,Sporting San Jose,Zeledon,APERTURA ,2.2,3.2,3.0,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,1.8,1.91,2.25,1.63,1.38,3.0
6,OIegdTaq,2024-11-11,01:30,ARGENTINA - TORNEO BETANO,Sarmiento Junin,Boca Juniors,ROUND 22,3.95,3.2,2.0,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,2.25,1.57,4.15,1.22,1.9,1.95
7,b93IZ6K8,2024-11-11,02:05,MEXICO - LIGA MX,Monterrey,Club Leon,APERTURA ,1.4,4.4,6.0,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.67,2.1,1.48,2.6,1.13,5.9
8,G6BcHP1l,2024-11-11,02:30,COLOMBIA - PRIMERA A,Millonarios,Pereira,CLAUSURA ,1.55,3.5,5.8,1.5,2.5,1.08,8.0,1.4,2.75,2.3,1.6,2.25,1.57,1.58,2.35,1.12,6.25
9,tA6HgoO8,2024-11-11,03:00,MEXICO - LIGA DE EXPANSION MX,Tapatio,Tepatitlan de Morelos,APERTURA ,1.73,3.4,4.2,1.44,2.6,1.02,8.5,1.3,3.0,2.0,1.66,1.93,1.79,1.77,1.98,1.18,4.0
10,fycRXpkL,2024-11-11,04:10,MEXICO - LIGA MX,Club Tijuana,Puebla,APERTURA ,1.44,4.33,5.8,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.7,2.05,1.48,2.6,1.13,5.9
11,I5hlJucB,2024-11-11,13:00,ROMANIA - LIGA 2,Metaloglobus Bucharest,Steaua Bucuresti,ROUND 13,2.7,3.05,2.5,1.4,2.75,1.06,9.0,1.33,3.2,2.1,1.68,1.81,1.92,2.8,1.42,1.5,2.5
12,8IFiFYon,2024-11-11,17:00,ROMANIA - LIGA 1,Gloria Buzau,Petrolul,ROUND 16,3.0,3.0,2.3,1.57,2.25,1.1,7.0,1.44,2.63,2.4,1.53,2.1,1.67,3.0,1.38,1.55,2.38
