,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A
28,6qpMCJrC,2024-11-24,13:00,THAILAND - THAI LEAGUE 1,Nakhon Ratchasima FC,Pathum United,ROUND 14,5.0,3.9,1.5,1.3,3.2,1.01,11.0,1.2,4.0,1.61,2.15,1.73,2.0,4.8,1.14,2.3,1.5
29,dS7JgyQN,2024-11-24,13:30,BELGIUM - JUPILER PRO LEAGUE,KV Mechelen,Beerschot VA,ROUND 15,1.38,5.2,6.75,1.25,3.75,1.02,19.0,1.13,6.0,1.44,2.7,1.67,2.1,1.4,2.85,1.13,5.9
30,K6rcr6X7,2024-11-24,13:30,BELGIUM - CHALLENGER PRO LEAGUE,Patro Eisden,RFC Liege,ROUND 12,1.44,4.2,5.8,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.8,1.91,1.5,2.5,1.14,5.75
31,GKK2oope,2024-11-24,13:30,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Cherno More,ROUND 16,2.45,2.88,2.8,1.62,2.2,1.11,6.5,1.5,2.5,2.6,1.48,2.2,1.62,2.6,1.48,1.43,2.75
32,pAcE4MPc,2024-11-24,13:30,GERMANY - 2. BUNDESLIGA,Kaiserslautern,Braunschweig,ROUND 13,2.1,3.5,3.1,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25,2.1,1.7,1.35,3.1
33,nZgV0vPM,2024-11-24,13:30,GERMANY - 2. BUNDESLIGA,Regensburg,Magdeburg,ROUND 13,3.4,3.6,1.95,1.33,3.25,1.04,13.0,1.2,4.33,1.67,2.15,1.57,2.25,3.55,1.28,1.88,1.98
34,AThsuj5j,2024-11-24,13:30,GERMANY - 3. LIGA,Mannheim,Hannover II,ROUND 15,1.8,3.6,3.6,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.62,2.2,1.88,1.98,1.3,3.45
35,YPQOpVxn,2024-11-24,13:30,NORTHERN IRELAND - NIFL PREMIERSHIP,Coleraine,Crusaders,ROUND 18,2.15,3.3,3.0,1.3,3.15,1.04,12.5,1.24,3.85,1.83,1.93,1.71,2.05,2.15,1.67,1.37,3.0
36,dSNwn7Vq,2024-11-24,14:00,SPAIN - LALIGA,Osasuna,Villarreal,ROUND 14,2.5,3.4,2.75,1.36,3.0,1.05,11.0,1.25,4.0,1.8,2.0,1.62,2.2,2.43,1.53,1.45,2.68
37,AuHADdam,2024-11-24,14:00,DENMARK - SUPERLIGA,Aalborg,Viborg,ROUND 16,2.62,3.7,2.25,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.44,2.63,2.68,1.45,1.58,2.35
38,vcQvJIyQ,2024-11-24,14:00,DENMARK - SUPERLIGA,Randers FC,Vejle,ROUND 16,1.5,4.2,5.0,1.29,3.5,1.03,15.0,1.17,5.0,1.6,2.3,1.67,2.1,1.55,2.38,1.15,5.5
39,Qo8HeMrJ,2024-11-24,14:00,SPAIN - LALIGA2,Albacete,Tenerife,ROUND 16,1.85,3.4,4.0,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,2.0,1.73,2.0,1.85,1.26,3.7
40,YwSruIWg,2024-11-24,14:00,SWEDEN - SUPERETTAN,Ostersund,Lunds,RELEGATION ,1.44,4.0,6.0,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.83,1.83,1.48,2.6,1.14,5.75
41,CvAgMa3b,2024-11-24,14:00,TURKEY - SUPER LIG,Konyaspor,Hatayspor,ROUND 13,1.91,3.4,3.9,1.44,2.63,1.06,10.0,1.36,3.0,2.1,1.7,1.91,1.8,1.95,1.9,1.26,3.7
42,GW6AIH2N,2024-11-24,14:00,TURKEY - SUPER LIG,Samsunspor,Alanyaspor,ROUND 13,1.73,3.75,4.4,1.4,2.75,1.05,11.0,1.25,3.75,1.9,1.95,1.8,1.91,1.73,2.08,1.2,4.4
43,fcYxDTMk,2024-11-24,14:00,TURKEY - 1. LIG,Adanaspor AS,Sakaryaspor,ROUND 13,3.4,3.4,1.91,1.4,2.75,1.06,10.0,1.29,3.5,1.95,1.85,1.8,1.91,3.45,1.3,1.83,1.98
44,4SgbKBUF,2024-11-24,14:00,TURKEY - 1. LIG,Erokspor,Corum,ROUND 13,2.5,3.25,2.5,1.4,2.75,1.06,10.0,1.3,3.4,1.98,1.83,1.73,2.0,2.5,1.5,1.5,2.5
45,Uyjcly3k,2024-11-24,14:15,SWITZERLAND - SUPER LEAGUE,Lugano,Zurich,ROUND 15,1.95,3.5,3.3,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.73,2.0,2.0,1.85,1.28,3.55
46,dlovVx6K,2024-11-24,14:30,NETHERLANDS - EREDIVISIE,Sparta Rotterdam,AZ Alkmaar,ROUND 13,3.4,3.6,2.0,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,1.7,2.05,3.45,1.3,1.82,2.08
47,tMMAPGTs,2024-11-24,14:30,NETHERLANDS - EREDIVISIE,Willem II,NAC Breda,ROUND 13,2.0,3.3,3.7,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,2.0,1.75,2.06,1.84,1.26,3.7
48,Y7RYaA1E,2024-11-24,14:30,AUSTRIA - BUNDESLIGA,BW Linz,Grazer AK,ROUND 14,2.05,3.4,3.1,1.4,2.75,1.05,11.0,1.25,3.75,1.93,1.93,1.7,2.05,2.2,1.65,1.33,3.3
49,ATdVukAr,2024-11-24,14:30,AUSTRIA - BUNDESLIGA,Wolfsberger AC,Altach,ROUND 14,1.85,3.5,3.7,1.4,2.75,1.05,11.0,1.3,3.4,2.0,1.85,1.8,1.95,1.95,1.9,1.28,3.55
50,hUuu5A7e,2024-11-24,14:30,UKRAINE - PREMIER LEAGUE,Veres-Rivne,Oleksandriya,ROUND 14,3.4,3.4,1.95,1.38,2.75,1.06,9.5,1.36,3.0,2.23,1.62,2.1,1.67,3.55,1.28,1.85,1.91
51,0p8jaqJa,2024-11-24,14:40,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Damac,Al Kholood,ROUND 11,1.83,3.4,3.5,1.4,2.75,1.05,8.5,1.25,3.75,1.85,1.95,1.8,1.91,1.88,1.93,1.28,3.55
52,tfMFY8iL,2024-11-24,14:45,POLAND - EKSTRAKLASA,Rakow,Korona Kielce,ROUND 16,1.44,4.0,6.0,1.4,2.75,1.05,11.0,1.3,3.4,2.03,1.83,2.1,1.67,1.5,2.5,1.13,5.9
53,MoLoKr8c,2024-11-24,15:00,ENGLAND - PREMIER LEAGUE,Southampton,Liverpool,ROUND 12,10.0,6.0,1.29,1.22,4.0,1.02,19.0,1.13,6.0,1.44,2.75,1.8,1.95,7.0,1.1,3.7,1.26
54,AqgG784s,2024-11-24,15:00,FRANCE - LIGUE 1,Lille,Rennes,ROUND 12,1.95,3.4,3.9,1.4,2.75,1.05,11.0,1.29,3.75,1.92,1.98,1.8,1.95,1.88,2.02,1.25,3.8
55,Ewi1acON,2024-11-24,15:00,ITALY - SERIE A,Como,Fiorentina,ROUND 13,3.25,3.2,2.25,1.44,2.63,1.08,8.0,1.36,3.2,2.1,1.73,1.8,1.95,3.3,1.33,1.65,2.2
56,M3xASehA,2024-11-24,15:00,ITALY - SERIE A,Torino,Monza,ROUND 13,2.0,3.0,4.33,1.62,2.2,1.13,6.0,1.53,2.5,2.75,1.44,2.25,1.57,2.06,1.84,1.23,4.0
57,MP7JJt4C,2024-11-24,15:00,CROATIA - HNL,Osijek,Hajduk Split,ROUND 14,2.8,3.2,2.3,1.44,2.63,1.07,9.0,1.33,3.25,2.08,1.73,1.83,1.83,2.75,1.43,1.55,2.38
58,AT8Rvn97,2024-11-24,15:00,DENMARK - 1ST DIVISION,Fredericia,Kolding IF,ROUND 17,2.6,3.4,2.3,1.4,2.75,1.05,11.0,1.25,3.75,1.9,1.95,1.67,2.1,2.6,1.48,1.53,2.43
59,j5RO8oPj,2024-11-24,15:00,INDIA - ISL,Kerala Blasters,Chennaiyin,ROUND 9,2.4,3.4,2.55,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.44,2.63,2.43,1.53,1.48,2.6
60,SvjfPNhd,2024-11-24,15:00,ITALY - SERIE B,Bari,Cittadella,ROUND 14,1.83,3.5,4.0,1.44,2.63,1.07,8.5,1.36,3.0,2.15,1.67,1.95,1.8,1.9,1.95,1.23,4.0
61,l8Jyx1x2,2024-11-24,15:00,ITALY - SERIE B,Cremonese,Frosinone,ROUND 14,1.75,3.6,4.33,1.44,2.63,1.06,10.0,1.3,3.4,2.05,1.75,1.95,1.8,1.75,2.05,1.19,4.5
62,fTlAj0ie,2024-11-24,15:00,ITALY - SERIE B,Spezia,Sudtirol,ROUND 14,1.73,3.3,5.0,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.25,1.57,1.73,2.08,1.16,5.25
63,WEypdOnB,2024-11-24,15:00,SWEDEN - ALLSVENSKAN,Varnamo,Landskrona,RELEGATION ,1.5,4.0,5.5,1.4,2.75,1.06,9.5,1.29,3.5,1.98,1.88,1.95,1.8,1.58,2.35,1.13,5.9
64,KtV0tTxf,2024-11-24,15:30,GERMANY - BUNDESLIGA,Holstein Kiel,Mainz,ROUND 11,2.9,3.5,2.3,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.62,2.2,3.0,1.38,1.65,2.2
65,GEsIvHit,2024-11-24,15:30,CZECH REPUBLIC - CHANCE LIGA,Karvina,FK Pardubice,ROUND 16,1.53,4.0,5.0,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.75,2.0,1.58,2.35,1.15,5.5
66,zPm14Akd,2024-11-24,15:30,HUNGARY - OTP BANK LIGA,Ferencvaros,DVTK,ROUND 14,1.25,5.0,9.5,1.29,3.5,1.03,15.0,1.18,4.5,1.62,2.25,2.0,1.73,1.3,3.45,1.11,6.6
67,MadacNmC,2024-11-24,15:40,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Riyadh,Al Ettifaq,ROUND 11,2.8,3.2,2.15,1.44,2.63,1.03,10.0,1.3,3.4,2.0,1.8,1.8,1.91,2.68,1.45,1.55,2.38
68,zDJAeceB,2024-11-24,16:00,BELGIUM - JUPILER PRO LEAGUE,Leuven,Royale Union SG,ROUND 15,3.9,3.4,1.91,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,1.95,1.8,4.0,1.23,1.98,1.88
69,jRjtnlYr,2024-11-24,16:00,BELGIUM - CHALLENGER PRO LEAGUE,RAAL La Louviere,Lommel SK,ROUND 12,2.2,3.3,2.9,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,1.67,2.1,2.2,1.65,1.38,3.0
70,r5knqGKO,2024-11-24,16:00,BULGARIA - PARVA LIGA,CSKA Sofia,Ludogorets,ROUND 16,3.1,3.1,2.15,1.53,2.38,1.08,8.0,1.4,2.75,2.35,1.57,2.0,1.73,3.3,1.33,1.65,2.2
71,vL8R9EbC,2024-11-24,16:00,DENMARK - SUPERLIGA,Sonderjyske,Brondby,ROUND 16,6.0,4.6,1.4,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.67,2.1,6.4,1.12,2.75,1.43
72,bkkM0TVQ,2024-11-24,16:00,DENMARK - 1ST DIVISION,Hillerod,Esbjerg,ROUND 17,1.95,3.6,3.1,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.57,2.25,2.1,1.7,1.38,3.0
73,O8xcGRWo,2024-11-24,16:00,ENGLAND - CHAMPIONSHIP,Swansea,Leeds,ROUND 16,4.75,3.4,1.85,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,2.0,1.73,3.9,1.24,2.05,1.85
74,xALW10AC,2024-11-24,16:00,GREECE - SUPER LEAGUE,Panetolikos,Panathinaikos,ROUND 12,5.0,3.5,1.62,1.44,2.63,1.07,9.0,1.4,2.75,2.25,1.62,2.1,1.67,5.25,1.16,2.15,1.68
75,tAhN0aTa,2024-11-24,16:00,MOROCCO - BOTOLA PRO,Renaissance Zemamra,Jeunesse Sportive Soualem,ROUND 11,2.1,3.0,3.5,1.57,2.25,1.13,6.0,1.5,2.5,2.6,1.48,2.2,1.62,2.15,1.68,1.28,3.55
76,IR1nawOP,2024-11-24,16:00,SWEDEN - SUPERETTAN,Sundsvall,Stockholm Internazionale,RELEGATION ,2.3,3.1,2.8,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,1.91,1.8,2.38,1.55,1.43,2.75
77,W4zGoby1,2024-11-24,16:15,SPAIN - LALIGA,Sevilla,Rayo Vallecano,ROUND 14,2.3,3.1,3.3,1.53,2.38,1.1,7.0,1.44,2.75,2.38,1.57,2.0,1.75,2.2,1.65,1.33,3.3
78,pjurCsTa,2024-11-24,16:15,SPAIN - LALIGA2,Dep. La Coruna,Gijon,ROUND 16,2.0,3.4,3.5,1.44,2.63,1.07,9.0,1.36,3.0,2.1,1.7,1.83,1.83,2.05,1.75,1.3,3.45
79,2iosLxCU,2024-11-24,16:15,SPAIN - LALIGA2,Mirandes,Eldense,ROUND 16,2.05,3.1,3.7,1.62,2.2,1.11,6.5,1.53,2.38,2.7,1.44,2.25,1.57,2.08,1.73,1.28,3.55
80,UJr2i7Hn,2024-11-24,16:30,ECUADOR - LIGA PRO,Mushuc Runa,EL Nacional,SECOND STAGE ,1.4,4.33,6.5,1.33,3.25,1.04,13.0,1.22,4.0,1.7,2.1,1.83,1.83,1.43,2.75,1.1,7.0
81,vPvwlQWN,2024-11-24,16:30,GERMANY - 3. LIGA,Ingolstadt,VfL Osnabruck,ROUND 15,1.85,3.6,3.4,1.3,3.4,1.03,17.0,1.18,4.5,1.6,2.3,1.57,2.25,1.93,1.93,1.3,3.45
82,fcW8ARJi,2024-11-24,16:30,SWITZERLAND - SUPER LEAGUE,Basel,Servette,ROUND 15,2.05,3.7,2.9,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,1.53,2.38,2.1,1.7,1.38,3.0
83,GUViAIP8,2024-11-24,16:30,SWITZERLAND - SUPER LEAGUE,St. Gallen,Yverdon,ROUND 15,1.4,4.6,6.0,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.67,2.1,1.48,2.6,1.13,5.9
84,SxLINfbf,2024-11-24,16:45,NETHERLANDS - EREDIVISIE,Ajax,Zwolle,ROUND 13,1.12,8.0,17.0,1.22,4.0,1.02,21.0,1.11,6.5,1.36,3.1,2.05,1.7,1.16,5.25,1.03,10.0
85,pMmu24YI,2024-11-24,17:00,FRANCE - LIGUE 1,Auxerre,Angers,ROUND 12,1.8,3.7,4.2,1.33,3.25,1.04,12.0,1.25,4.0,1.73,2.1,1.7,2.05,1.75,2.05,1.22,4.15
86,GtdO5nZg,2024-11-24,17:00,FRANCE - LIGUE 1,Nantes,Le Havre,ROUND 12,1.85,3.3,4.5,1.5,2.5,1.08,7.5,1.44,2.75,2.3,1.62,2.05,1.7,1.87,2.03,1.21,4.25
87,WrovvTve,2024-11-24,17:00,AUSTRIA - BUNDESLIGA,Austria Vienna,Hartberg,ROUND 14,1.8,3.7,3.6,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.62,2.2,1.88,1.98,1.26,3.7
88,vRBoOLYo,2024-11-24,17:00,TURKEY - SUPER LIG,Besiktas,Goztepe,ROUND 13,1.44,4.5,6.5,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.8,1.91,1.5,2.5,1.14,5.75
89,vBiX5CFM,2024-11-24,17:00,TURKEY - 1. LIG,Kocaelispor,Bandirmaspor,ROUND 13,1.8,3.25,4.0,1.44,2.63,1.07,8.5,1.36,3.0,2.15,1.67,2.0,1.73,1.85,1.95,1.23,4.0
90,ph0k6zcc,2024-11-24,17:00,UKRAINE - PREMIER LEAGUE,Rukh Lviv,Livyi Bereg,ROUND 14,1.4,3.9,8.0,1.41,2.65,1.07,9.0,1.4,2.85,2.35,1.56,2.6,1.45,1.47,2.6,1.08,6.0
91,2V9VcraL,2024-11-24,17:15,ITALY - SERIE B,Palermo,Sampdoria,ROUND 14,2.1,3.3,3.3,1.44,2.63,1.07,8.5,1.33,3.25,2.08,1.73,1.8,1.95,2.1,1.7,1.3,3.45
92,MNpkKKTr,2024-11-24,17:15,ROMANIA - LIGA 1,FCSB,Unirea Slobozia,ROUND 17,1.33,4.5,8.0,1.36,3.0,1.04,13.0,1.25,3.75,1.88,1.98,2.1,1.67,1.38,3.0,1.11,6.8
93,SOaC5qg4,2024-11-24,17:30,ENGLAND - PREMIER LEAGUE,Ipswich,Manchester Utd,ROUND 12,5.5,4.33,1.6,1.29,3.5,1.03,15.0,1.17,5.0,1.53,2.5,1.57,2.25,5.25,1.16,2.35,1.58
94,OEyhrk8s,2024-11-24,17:30,GERMANY - BUNDESLIGA,B. Monchengladbach,St. Pauli,ROUND 11,1.75,3.75,4.33,1.36,3.0,1.04,13.0,1.25,4.0,1.8,2.0,1.7,2.05,1.78,2.03,1.23,4.0
95,dnOU1AGq,2024-11-24,17:30,POLAND - EKSTRAKLASA,Gornik Zabrze,Piast Gliwice,ROUND 16,2.2,3.2,3.0,1.44,2.63,1.08,8.0,1.36,3.0,2.15,1.67,1.8,1.95,2.35,1.58,1.35,3.1
96,K0B2NO4m,2024-11-24,17:45,CROATIA - HNL,Sibenik,Gorica,ROUND 14,2.1,3.2,3.2,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,2.0,1.73,2.15,1.68,1.35,3.1
97,GKQmSDs3,2024-11-24,17:45,HUNGARY - OTP BANK LIGA,Debrecen,Kecskemeti TE,ROUND 14,1.6,3.9,4.6,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.73,2.0,1.63,2.25,1.18,4.8
98,KvdF6EVj,2024-11-24,18:00,ITALY - SERIE A,Napoli,AS Roma,ROUND 13,1.73,3.6,4.75,1.44,2.63,1.06,10.0,1.3,3.5,2.04,1.86,1.95,1.8,1.7,2.1,1.19,4.5
99,tnzU3TFN,2024-11-24,18:00,COSTA RICA - PRIMERA DIVISION,Cartagines,Zeledon,APERTURA ,1.83,3.25,4.0,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,1.91,1.8,1.83,1.98,1.22,4.15
100,h4ppcyF6,2024-11-24,18:00,DENMARK - SUPERLIGA,FC Copenhagen,Lyngby,ROUND 16,1.22,5.5,10.0,1.29,3.5,1.02,19.0,1.17,5.0,1.53,2.4,1.95,1.8,1.28,3.55,1.06,7.5
101,xxnWbwbC,2024-11-24,18:00,MOROCCO - BOTOLA PRO,Chabab Mohammedia,Difaa El Jadidi,ROUND 11,5.5,3.75,1.5,1.44,2.63,1.06,10.0,1.3,3.4,2.05,1.75,2.1,1.67,5.9,1.13,2.38,1.55
102,6yxSEoq1,2024-11-24,18:00,NORWAY - OBOS-LIGAEN,Mjondalen,Jerv,RELEGATION ,1.9,3.6,3.8,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.67,2.1,1.95,1.85,1.3,3.45
103,hK4r15lm,2024-11-24,18:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ittihad,Al Fateh,ROUND 11,1.14,6.0,12.0,1.25,3.75,1.02,11.0,1.14,5.0,1.5,2.5,2.1,1.67,1.23,4.1,1.05,8.5
104,pl4Y7lh3,2024-11-24,18:30,SPAIN - LALIGA,Leganes,Real Madrid,ROUND 14,9.0,4.6,1.36,1.36,3.0,1.05,11.0,1.29,3.75,1.88,2.02,2.05,1.7,7.0,1.1,2.85,1.4
105,ngIZgpK6,2024-11-24,18:30,BELGIUM - JUPILER PRO LEAGUE,Anderlecht,Gent,ROUND 15,1.85,3.75,3.75,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.67,2.1,2.0,1.85,1.3,3.45
