,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A
1,EwDy0KEk,2024-12-01,00:00,COSTA RICA - PRIMERA DIVISION,Guanacasteca,Alajuelense,APERTURA ,3.8,3.4,1.83,1.4,2.75,1.06,10.0,1.25,3.75,1.9,1.9,1.8,1.91,4.25,1.21,2.03,1.78
2,86XbuQoC,2024-12-01,00:00,MEXICO - LIGA MX,Toluca,Club America,APERTURA ,1.95,3.6,3.25,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,1.67,2.1,2.03,1.83,1.33,3.3
3,pYqq1o2m,2024-12-01,01:30,BRAZIL - SERIE A BETANO,Vasco,Atletico GO,ROUND 36,1.5,4.0,6.0,1.37,2.75,1.06,10.0,1.3,3.5,1.99,1.91,2.0,1.75,1.53,2.43,1.13,6.0
4,vJJFOcXh,2024-12-01,01:30,USA - MLS,Orlando City,New York Red Bulls,PLAY OFFS ,1.8,3.8,4.0,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,1.75,2.0,1.83,2.03,1.23,4.0
5,bBpSZZm5,2024-12-01,01:45,ARGENTINA - TORNEO BETANO,Defensa y Justicia,Godoy Cruz,ROUND 25,1.95,3.25,4.0,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,2.05,1.7,2.0,1.85,1.26,3.7
6,fwvyYDIH,2024-12-01,01:45,ARGENTINA - TORNEO BETANO,Instituto,Dep. Riestra,ROUND 25,1.67,3.5,5.5,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,2.25,1.57,1.68,2.15,1.16,5.25
7,YNk2IyT9,2024-12-01,02:10,MEXICO - LIGA MX,Cruz Azul,Club Tijuana,APERTURA ,1.2,5.8,11.0,1.25,3.75,1.03,17.0,1.13,6.0,1.44,2.7,1.91,1.91,1.25,3.8,1.05,7.5
8,08jICcbe,2024-12-01,03:00,COSTA RICA - PRIMERA DIVISION,Zeledon,Liberia,APERTURA ,2.4,3.3,2.6,1.4,2.75,1.05,11.0,1.25,3.75,1.88,1.93,1.73,2.0,2.38,1.55,1.45,2.68
9,jHoERKlQ,2024-12-01,04:00,USA - MLS,Los Angeles Galaxy,Seattle Sounders,PLAY OFFS ,1.85,3.75,3.75,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,1.57,2.25,1.88,1.98,1.28,3.55
10,v7ed9AYQ,2024-12-01,05:05,JAPAN - J2 LEAGUE,V-Varen Nagasaki,Vegalta Sendai,PROMOTION ,2.05,3.5,3.0,1.36,3.0,1.04,12.0,1.25,3.75,1.83,2.03,1.67,2.1,2.15,1.68,1.38,3.0
