,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A
1,nHSRDzXf,2024-11-13,01:00,BRAZIL - SERIE B,Guarani,Amazonas,ROUND 36,2.15,3.0,3.5,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,2.2,1.62,2.08,1.73,1.28,3.55
2,Q7RVCfn1,2024-11-13,01:30,BRAZIL - SERIE B,Botafogo SP,Ceara,ROUND 36,3.9,3.1,2.0,1.57,2.25,1.11,6.5,1.5,2.5,2.6,1.48,2.2,1.62,4.0,1.23,1.8,2.05
3,CQv1vA33,2024-11-13,13:45,URUGUAY - PRIMERA DIVISION,River Plate,Miramar,CLAUSURA ,2.38,3.25,2.7,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,1.8,1.91,2.43,1.53,1.4,2.85
4,KWiFG6Bd,2024-11-13,20:30,URUGUAY - PRIMERA DIVISION,Fenix,Nacional,CLAUSURA ,7.0,4.2,1.4,1.4,2.75,1.06,10.0,1.29,3.5,1.98,1.88,2.2,1.62,6.0,1.13,2.68,1.45
5,QXb6IStp,2024-11-13,23:00,URUGUAY - PRIMERA DIVISION,Cerro Largo,Liverpool M.,CLAUSURA ,2.7,3.1,2.45,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,1.83,1.83,2.75,1.43,1.5,2.5
