,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A
1,hM178nAE,2024-12-16,00:00,COSTA RICA - PRIMERA DIVISION,Herediano,Saprissa,APERTURA ,2.3,3.0,3.0,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,1.83,1.83,2.35,1.58,1.38,3.0
2,Wp2gEfAD,2024-12-16,00:00,HONDURAS - LIGA NACIONAL,Motagua,Real Espana,APERTURA ,1.91,3.2,3.9,1.35,2.9,1.04,9.0,1.28,3.4,1.96,1.76,1.82,1.9,1.9,1.85,0.0,0.0
3,6a6kY9Iq,2024-12-16,02:00,MEXICO - LIGA MX,Monterrey,Club America,APERTURA ,2.15,3.2,3.1,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.8,1.95,2.2,1.65,1.3,3.45
4,2kbkiJNs,2024-12-16,09:30,INDONESIA - LIGA 1,Persik Kediri,Arema FC,ROUND 15,2.5,3.1,2.62,1.37,2.8,1.05,9.5,1.3,3.3,2.02,1.73,1.79,1.94,2.45,1.44,1.48,2.55
5,z3dckchf,2024-12-16,09:30,INDONESIA - LIGA 1,Persita,Dewa United,ROUND 15,3.1,3.2,2.15,1.4,2.75,1.03,9.0,1.25,3.6,1.88,1.83,1.67,2.08,3.05,1.3,1.65,2.06
6,pMFYXKbd,2024-12-16,12:00,UKRAINE - PREMIER LEAGUE,Dyn. Kyiv,Veres-Rivne,ROUND 17,1.25,5.0,9.0,1.26,3.4,1.02,15.0,1.22,4.1,1.74,2.04,2.3,1.56,1.28,3.5,1.05,7.5
7,lh5GfQLs,2024-12-16,13:00,GREECE - SUPER LEAGUE 2,PAOK B,Kampaniakos,ROUND 13,2.15,3.0,3.1,0.0,0.0,1.05,8.5,1.36,2.87,2.1,1.67,1.85,1.83,2.13,1.61,0.0,0.0
8,WUk6myN6,2024-12-16,13:00,INDONESIA - LIGA 1,Persis Solo,PSBS Biak Numfor,ROUND 15,2.0,3.25,3.4,1.38,2.8,1.03,9.5,1.28,3.3,1.85,1.83,1.75,1.95,1.95,1.8,1.25,3.4
9,xjiIaUxR,2024-12-16,13:30,GREECE - SUPER LEAGUE 2,Asteras Tripolis B,Ilioupoli,ROUND 13,3.9,3.2,1.8,0.0,0.0,1.04,9.0,1.33,3.0,2.15,1.65,1.93,1.8,0.0,0.0,1.85,1.82
10,reM8JPm4,2024-12-16,14:30,SOUTH AFRICA - PREMIERSHIP,TS Galaxy,Kaizer Chiefs,ROUND 10,2.8,2.9,2.5,1.54,2.33,1.1,6.75,1.5,2.5,2.65,1.45,2.1,1.68,2.88,1.4,1.44,2.7
11,4MIE5yo2,2024-12-16,16:00,ROMANIA - LIGA 2,Metaloglobus Bucharest,CSM Slatina,ROUND 17,2.1,3.0,3.3,1.42,2.63,1.07,8.5,1.35,3.1,2.16,1.66,1.81,1.92,2.32,1.58,1.32,3.25
12,vmPwbcL8,2024-12-16,17:00,SERBIA - SUPER LIGA,Radnicki 1923,Sp. Subotica,ROUND 19,1.44,4.0,5.8,1.33,3.0,1.04,9.0,1.25,3.6,1.75,1.95,1.91,1.8,1.62,2.25,0.0,0.0
13,2kIGj2E6,2024-12-16,17:00,TURKEY - SUPER LIG,Adana Demirspor,Besiktas,ROUND 16,7.5,5.5,1.33,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.5,1.73,2.0,6.8,1.11,3.1,1.35
14,zTsAXwtP,2024-12-16,19:00,PORTUGAL - LIGA PORTUGAL 2,Academico Viseu,Oliveirense,ROUND 14,1.53,3.7,5.5,1.4,2.75,1.05,11.0,1.3,3.4,2.03,1.83,2.0,1.73,1.58,2.35,1.17,5.0
15,M3Q4fDS9,2024-12-16,19:00,ROMANIA - SUPERLIGA,FC Rapid Bucuresti,Gloria Buzau,ROUND 20,1.4,4.2,7.0,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,2.1,1.67,1.43,2.75,1.12,6.25
16,SjMjxGbk,2024-12-16,19:00,SERBIA - SUPER LIGA,Partizan,IMT Novi Beograd,ROUND 19,1.35,4.5,7.0,1.3,3.2,1.03,10.0,1.2,4.0,1.65,2.15,1.85,1.83,0.0,0.0,0.0,0.0
17,23ck51Ta,2024-12-16,19:00,TURKEY - SUPER LIG,Galatasaray,Trabzonspor,ROUND 16,1.35,5.8,6.5,1.18,4.5,1.01,26.0,1.08,8.0,1.3,3.5,1.53,2.38,1.35,3.1,1.13,6.0
18,WYc15fY1,2024-12-16,19:30,GREECE - SUPER LEAGUE,Athens Kallithea,Olympiacos Piraeus,ROUND 15,7.5,4.5,1.36,1.33,3.25,1.04,12.0,1.22,4.0,1.73,2.08,2.05,1.7,7.0,1.06,3.1,1.35
19,GpG2fpdL,2024-12-16,19:30,ISRAEL - LIGAT HA'AL,Hapoel Jerusalem,Maccabi Tel Aviv,ROUND 14,4.33,3.8,1.61,1.29,3.5,1.03,11.0,1.22,3.8,1.7,2.05,1.73,2.0,0.0,0.0,0.0,0.0
20,MmEGPdCi,2024-12-16,19:45,PORTUGAL - LIGA PORTUGAL,Braga,Famalicao,ROUND 14,1.5,4.33,6.0,1.36,3.0,1.04,13.0,1.22,4.0,1.8,2.0,1.95,1.8,1.48,2.6,1.13,6.0
21,UR0TxbTq,2024-12-16,20:45,ITALY - SERIE A,Lazio,Inter,ROUND 16,3.5,3.3,2.1,1.4,2.75,1.06,10.0,1.29,3.75,1.95,1.95,1.75,2.0,3.45,1.3,1.82,2.08
22,ATxxgG3m,2024-12-16,20:45,FRANCE - LIGUE 2,Dunkerque,Caen,ROUND 16,2.1,3.3,3.4,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.73,2.0,2.08,1.73,1.3,3.45
23,pvoFaWr4,2024-12-16,21:00,ENGLAND - PREMIER LEAGUE,Bournemouth,West Ham,ROUND 16,1.73,4.2,4.2,1.25,3.75,1.03,17.0,1.17,5.0,1.53,2.5,1.53,2.38,1.7,2.1,1.23,4.0
24,fcvoAk0K,2024-12-16,21:00,ENGLAND - LEAGUE TWO,Fleetwood,Accrington,ROUND 20,1.85,3.6,4.0,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,1.67,2.1,1.83,2.03,1.24,3.9
25,Ak8zTA1n,2024-12-16,21:15,PORTUGAL - LIGA PORTUGAL,FC Porto,Estrela,ROUND 14,1.12,8.0,19.0,1.25,3.75,1.02,19.0,1.13,6.0,1.44,2.7,2.25,1.57,1.16,5.25,0.0,0.0
26,CE4iPS0B,2024-12-16,21:45,PORTUGAL - LIGA PORTUGAL,Rio Ave,Vitoria Guimaraes,ROUND 14,3.3,3.3,2.15,1.5,2.5,1.07,9.0,1.36,3.0,2.2,1.65,1.95,1.8,3.3,1.33,1.73,2.08
