,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A
11,WzmPdhLc,2024-11-15,01:00,COLOMBIA - PRIMERA A,Pereira,La Equidad,CLAUSURA ,1.62,3.5,5.0,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,1.91,1.8,1.68,2.15,1.16,5.25
12,QcQctXzH,2024-11-15,01:00,COLOMBIA - PRIMERA A,Santa Fe,Jaguares de Cordoba,CLAUSURA ,1.6,3.6,5.0,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,2.0,1.73,1.65,2.2,1.15,5.5
13,GfeCaRTq,2024-11-15,01:30,MEXICO - LIGA DE EXPANSION MX,Celaya,Atlante,APERTURA ,2.75,2.75,2.6,1.54,2.33,1.08,5.75,1.45,2.43,2.48,1.44,1.98,1.75,2.75,1.41,1.4,2.63
14,ltuWJeFb,2024-11-15,03:35,MEXICO - LIGA DE EXPANSION MX,Leones Negros,Tapatio,APERTURA ,1.65,3.6,4.4,1.37,2.9,1.01,9.0,1.26,3.3,1.88,1.77,1.86,1.86,1.65,2.16,1.18,4.0
15,8Qa4xOLT,2024-11-15,04:00,AUSTRALIA & OCEANIA - WORLD CHAMPIONSHIP,Samoa,Tahiti,QUALIFICATION ,10.0,6.5,1.17,1.2,4.33,1.01,23.0,1.08,8.0,1.33,3.4,1.8,1.91,,,4.4,1.2
16,xCpGTPB7,2024-11-15,07:30,AUSTRALIA & OCEANIA - WORLD CHAMPIONSHIP,New Zealand,Vanuatu,QUALIFICATION ,1.02,10.0,31.0,1.08,8.0,,,1.03,17.0,1.11,6.5,3.0,1.36,,,,
17,ChPVeWRa,2024-11-15,11:00,VIETNAM - V.LEAGUE 1,Hong Linh Ha Tinh,Gia Lai,ROUND 8,2.0,3.0,3.7,1.57,2.25,1.09,6.75,1.44,2.6,2.48,1.48,2.15,1.62,2.0,1.75,,
18,Y7DvfAdC,2024-11-15,11:00,VIETNAM - V.LEAGUE 1,Quang Nam,Song Lam Nghe An,ROUND 8,2.25,3.1,2.9,1.5,2.4,1.07,7.5,1.4,2.75,2.2,1.61,1.95,1.75,2.18,1.58,,
19,tU6YWJb5,2024-11-15,13:00,ASIA - WORLD CHAMPIONSHIP,Indonesia,Japan,QUALIFICATION ,11.0,5.8,1.22,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,2.2,1.62,10.0,1.03,4.15,1.22
20,tYGnhlRO,2024-11-15,13:15,VIETNAM - V.LEAGUE 1,Viettel,Thanh Hoa,ROUND 8,2.05,3.1,3.4,1.55,2.3,1.1,6.5,1.48,2.5,2.4,1.5,2.1,1.65,2.07,1.65,,
21,GhpAizTE,2024-11-15,14:00,GREECE - SUPER LEAGUE 2,Panachaiki,PAE Egaleo,ROUND 9,1.85,2.8,4.5,1.57,2.05,1.13,5.0,1.61,2.2,2.8,1.4,2.45,1.48,1.85,1.9,,
22,Eoi2tAaG,2024-11-15,18:00,EUROPE - UEFA NATIONS LEAGUE,Cyprus,Lithuania,LEAGUE C ,2.2,3.2,3.2,1.57,2.25,1.11,6.0,1.5,2.5,2.5,1.5,2.2,1.62,2.25,1.63,1.33,3.3
23,OKQqJDOt,2024-11-15,20:00,BRAZIL - SERIE B,Operario,Mirassol,ROUND 37,2.38,2.8,3.3,1.73,2.08,1.14,5.5,1.67,2.1,3.4,1.33,2.5,1.5,2.35,1.58,1.3,3.45
24,U9HRzAsQ,2024-11-15,20:00,NETHERLANDS - EERSTE DIVISIE,Telstar,Venlo,ROUND 15,1.53,4.0,5.0,1.3,3.4,1.03,17.0,1.18,4.5,1.6,2.3,1.67,2.1,1.6,2.3,1.19,4.5
25,KGJCfpIF,2024-11-15,20:45,EUROPE - UEFA NATIONS LEAGUE,Denmark,Spain,LEAGUE A ,4.2,3.4,1.83,1.44,2.63,1.08,8.0,1.36,3.0,2.15,1.67,1.83,1.83,3.7,1.26,1.83,2.07
26,Cjl1LhLu,2024-11-15,20:45,EUROPE - UEFA NATIONS LEAGUE,Portugal,Poland,LEAGUE A ,1.2,6.5,11.0,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,2.0,1.73,1.24,3.9,1.05,9.5
27,0EyfDeTI,2024-11-15,20:45,EUROPE - UEFA NATIONS LEAGUE,Scotland,Croatia,LEAGUE A ,3.2,3.4,2.1,1.4,2.75,1.05,11.0,1.29,3.5,1.99,1.91,1.73,2.0,3.3,1.33,1.7,2.1
28,6Di0otu2,2024-11-15,20:45,EUROPE - UEFA NATIONS LEAGUE,Switzerland,Serbia,LEAGUE A ,1.7,3.6,4.6,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,2.0,1.73,1.75,2.05,1.22,4.15
29,tCR96VgD,2024-11-15,20:45,EUROPE - UEFA NATIONS LEAGUE,Luxembourg,Bulgaria,LEAGUE C ,2.62,3.0,2.7,1.62,2.2,1.11,6.0,1.53,2.38,2.63,1.44,2.2,1.62,2.75,1.43,1.5,2.5
30,UenmKlOC,2024-11-15,20:45,EUROPE - UEFA NATIONS LEAGUE,Northern Ireland,Belarus,LEAGUE C ,1.44,3.9,7.5,1.53,2.38,1.1,6.5,1.44,2.63,2.38,1.53,2.75,1.4,1.48,2.6,1.1,7.0
31,IVHKSLAF,2024-11-15,20:45,EUROPE - UEFA NATIONS LEAGUE,Romania,Kosovo,LEAGUE C ,1.75,3.6,4.33,1.4,2.75,1.05,8.5,1.3,3.4,2.0,1.85,1.83,1.83,1.95,1.9,1.26,3.7
32,r7UpYo7d,2024-11-15,20:45,EUROPE - UEFA NATIONS LEAGUE,San Marino,Gibraltar,LEAGUE D ,3.4,2.8,2.38,1.67,2.1,1.14,5.0,1.67,2.1,3.0,1.36,2.5,1.5,3.3,1.33,1.55,2.38
33,xnZHH4vp,2024-11-15,23:30,PARAGUAY - PRIMERA DIVISION,Sol de America,Sportivo Trinidense,CLAUSURA ,1.95,3.4,3.4,1.5,2.5,1.07,9.0,1.36,3.0,2.2,1.65,1.83,1.83,2.3,1.6,1.35,3.1
