,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A
44,pMoUt7UH,2024-12-15,15:00,ITALY - SERIE A,Bologna,Fiorentina,ROUND 16,2.7,3.1,2.7,1.44,2.63,1.08,8.0,1.36,3.2,2.2,1.67,1.8,1.95,2.68,1.45,1.45,2.68
45,bckWdJKF,2024-12-15,15:00,ITALY - SERIE A,Parma,Verona,ROUND 16,1.91,3.5,4.0,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.62,2.2,1.89,2.01,1.26,3.7
46,j3U7s5DG,2024-12-15,15:00,CROATIA - HNL,Varazdin,Osijek,ROUND 17,2.7,3.1,2.6,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,1.83,1.83,2.6,1.48,1.48,2.6
47,CxHdrTsI,2024-12-15,15:00,ENGLAND - CHAMPIONSHIP,Watford,West Brom,ROUND 21,2.8,3.0,2.5,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,1.8,1.91,2.68,1.45,1.53,2.43
48,S6MElrft,2024-12-15,15:00,INDIA - ISL,Mohammedan,Mumbai City,ROUND 12,5.0,3.6,1.62,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.73,2.0,5.25,1.16,2.3,1.6
49,dfbPMOXj,2024-12-15,15:00,ITALY - SERIE B,Brescia,Carrarese,ROUND 17,2.0,3.4,3.5,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,1.8,1.95,2.05,1.8,1.28,3.55
50,KSqKr6fA,2024-12-15,15:00,ITALY - SERIE B,Cittadella,Cremonese,ROUND 17,3.8,3.2,2.0,1.5,2.5,1.07,9.0,1.36,3.0,2.2,1.65,1.95,1.8,3.55,1.28,1.83,2.03
51,dSyhOy9e,2024-12-15,15:00,ITALY - SERIE B,Palermo,Catanzaro,ROUND 17,1.83,3.6,3.9,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,1.8,1.95,1.93,1.93,1.24,3.9
52,8hOSK0dJ,2024-12-15,15:00,PORTUGAL - LIGA PORTUGAL 2,Tondela,Portimonense,ROUND 14,1.8,3.4,3.8,1.44,2.63,1.06,10.0,1.3,3.4,2.03,1.83,1.83,1.83,1.85,2.0,1.23,4.0
53,vsSyivMH,2024-12-15,15:00,ROMANIA - SUPERLIGA,Unirea Slobozia,CFR Cluj,ROUND 20,4.6,3.5,1.67,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,2.1,1.67,5.0,1.17,2.1,1.7
54,vB7Qlgre,2024-12-15,15:00,SERBIA - SUPER LIGA,Novi Pazar,Crvena zvezda,ROUND 19,10.0,5.8,1.2,1.22,3.75,0.0,0.0,1.13,5.5,1.44,2.6,1.91,1.8,0.0,0.0,0.0,0.0
55,I18d7QYi,2024-12-15,15:15,BOSNIA AND HERZEGOVINA - WWIN LIGA BIH,Radnik Bijeljina,Zrinjski,ROUND 14,11.0,4.75,1.25,1.34,3.05,1.04,11.0,1.25,3.65,1.86,1.86,2.1,1.66,8.0,1.04,3.1,1.29
56,0zaECiJk,2024-12-15,15:30,GERMANY - BUNDESLIGA,Heidenheim,Stuttgart,ROUND 14,4.2,3.75,1.8,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.7,2.05,3.7,1.26,2.03,1.78
57,Qm3n7cX0,2024-12-15,15:30,CZECH REPUBLIC - CHANCE LIGA,Mlada Boleslav,Sigma Olomouc,ROUND 19,1.95,3.4,3.5,1.36,3.0,1.04,13.0,1.22,4.0,1.75,2.05,1.67,2.1,1.98,1.88,1.28,3.55
58,WQPDNIHs,2024-12-15,15:30,CZECH REPUBLIC - CHANCE LIGA,Teplice,Slavia Prague,ROUND 19,7.5,4.4,1.4,1.36,3.0,1.04,13.0,1.25,3.75,1.85,2.0,2.1,1.67,6.6,1.11,3.0,1.38
59,GxlRdPnf,2024-12-15,15:30,HUNGARY - OTP BANK LIGA,Nyiregyhaza,Ferencvaros,ROUND 17,5.0,3.9,1.57,1.33,3.25,1.04,13.0,1.2,4.33,1.67,2.15,1.8,1.91,5.5,1.15,2.43,1.53
60,p8MEDjYg,2024-12-15,16:00,BELGIUM - JUPILER PRO LEAGUE,Royale Union SG,Westerlo,ROUND 18,1.5,4.2,5.5,1.29,3.5,1.03,17.0,1.18,4.5,1.6,2.3,1.7,2.05,1.5,2.5,1.16,5.25
61,ngbv7ULq,2024-12-15,16:00,BELGIUM - CHALLENGER PRO LEAGUE,RFC Liege,Lokeren-Temse,ROUND 15,2.3,3.3,2.9,1.36,3.0,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2,2.25,1.63,1.4,2.85
62,AB54Haw2,2024-12-15,16:00,ENGLAND - CHAMPIONSHIP,Norwich,Burnley,ROUND 21,2.88,3.1,2.5,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,1.83,1.83,2.85,1.4,1.55,2.38
63,ClHdXNVr,2024-12-15,16:00,MOROCCO - BOTOLA PRO,Maghreb Fez,Olympique de Safi,ROUND 14,2.4,2.75,3.1,1.62,2.2,1.14,5.5,1.53,2.38,2.7,1.44,2.1,1.67,2.6,1.48,1.35,3.1
64,IBT9oI1t,2024-12-15,16:00,PORTUGAL - LIGA 3,Amarante,Varzim,ROUND 14,2.25,3.0,3.0,1.5,2.4,1.08,6.5,1.44,2.6,2.38,1.53,2.05,1.7,2.1,1.62,1.29,3.1
65,Snl0REGO,2024-12-15,16:00,PORTUGAL - LIGA 3,Braga B,Lusitania FC,ROUND 14,2.62,3.2,2.38,0.0,0.0,1.06,7.0,1.4,2.63,2.2,1.57,1.85,1.8,2.63,1.4,1.44,2.45
66,bHJbbjMP,2024-12-15,16:00,PORTUGAL - LIGA 3,Caldas,Santarem,ROUND 14,2.25,3.1,2.88,1.43,2.63,1.05,8.0,1.33,3.0,2.1,1.67,1.8,1.91,0.0,0.0,0.0,0.0
67,YiDVqF84,2024-12-15,16:00,SCOTLAND - PREMIERSHIP,Kilmarnock,Hearts,ROUND 17,2.88,3.3,2.5,1.4,2.75,1.06,10.0,1.33,3.4,2.03,1.83,1.8,1.95,2.68,1.45,1.53,2.43
68,MTyMNC5F,2024-12-15,16:15,SPAIN - LALIGA,Alaves,Ath Bilbao,ROUND 17,3.6,3.0,2.25,1.57,2.25,1.11,6.5,1.5,2.63,2.5,1.53,2.05,1.7,3.45,1.3,1.68,2.15
69,C0TJiV36,2024-12-15,16:15,SPAIN - LALIGA2,Burgos CF,Malaga,ROUND 19,2.05,3.2,3.6,1.53,2.38,1.08,7.5,1.44,2.63,2.35,1.57,2.1,1.67,2.05,1.75,1.3,3.45
70,GSxEP46d,2024-12-15,16:30,GERMANY - 3. LIGA,VfL Osnabruck,RW Essen,ROUND 18,2.15,3.3,2.9,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.57,2.25,2.1,1.7,1.38,3.0
71,4CqWHpgo,2024-12-15,16:30,PORTUGAL - LIGA PORTUGAL,Arouca,Santa Clara,ROUND 14,3.1,3.2,2.3,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,2.05,1.7,3.0,1.38,1.6,2.3
72,6TRBOrcf,2024-12-15,16:30,PORTUGAL - LIGA PORTUGAL 2,FC Porto B,Feirense,ROUND 14,2.05,3.3,3.1,1.4,2.75,1.05,11.0,1.3,3.4,2.03,1.83,1.8,1.91,2.15,1.68,1.35,3.1
73,SdegyMt0,2024-12-15,16:30,PORTUGAL - LIGA PORTUGAL 2,Maritimo,Torreense,ROUND 14,1.8,3.4,3.9,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,1.91,1.8,1.88,1.98,1.24,3.9
74,nDSodyjL,2024-12-15,16:30,SERBIA - SUPER LIGA,TSC,Vojvodina,ROUND 19,2.05,3.3,3.1,1.4,2.75,1.05,8.5,1.28,3.4,1.83,1.85,1.7,2.05,2.08,1.64,0.0,0.0
75,bBM4O8pJ,2024-12-15,16:30,SWITZERLAND - SUPER LEAGUE,Lugano,Lausanne,ROUND 18,2.1,3.6,2.9,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2,2.15,1.68,1.38,3.0
76,x2svw8aC,2024-12-15,16:30,SWITZERLAND - SUPER LEAGUE,Zurich,St. Gallen,ROUND 18,2.05,3.4,3.1,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,1.67,2.1,2.15,1.68,1.35,3.1
77,SCijoADF,2024-12-15,16:45,NETHERLANDS - EREDIVISIE,Ajax,Almere City,ROUND 16,1.15,7.5,19.0,1.2,4.33,1.01,23.0,1.1,7.0,1.36,3.1,2.1,1.67,1.14,5.75,0.0,0.0
78,4bn7AVLE,2024-12-15,17:00,FRANCE - LIGUE 1,Brest,Nantes,ROUND 15,2.1,3.25,3.5,1.5,2.5,1.08,8.0,1.4,3.0,2.2,1.67,1.95,1.8,2.08,1.73,1.33,3.3
79,IsOPchx9,2024-12-15,17:00,FRANCE - LIGUE 1,Le Havre,Strasbourg,ROUND 15,2.9,3.2,2.45,1.4,2.75,1.06,10.0,1.3,3.5,2.03,1.87,1.75,2.0,2.85,1.4,1.58,2.35
80,vaJpzkp2,2024-12-15,17:00,FRANCE - LIGUE 1,Rennes,Angers,ROUND 15,1.6,3.9,5.5,1.4,2.75,1.05,11.0,1.29,3.75,1.95,1.95,1.95,1.8,1.58,2.35,1.16,5.25
81,dj0SJgme,2024-12-15,17:00,GREECE - SUPER LEAGUE,Levadiakos,Panathinaikos,ROUND 15,7.0,4.0,1.44,1.4,2.75,1.07,9.0,1.3,3.4,2.05,1.8,2.2,1.62,7.0,1.1,2.68,1.45
82,bHBPltqJ,2024-12-15,17:00,TURKEY - SUPER LIG,Fenerbahce,Basaksehir,ROUND 16,1.35,5.0,7.5,1.29,3.5,1.03,17.0,1.18,4.5,1.6,2.3,1.83,1.83,1.38,3.0,1.13,5.9
83,UB6aqDKr,2024-12-15,17:00,TURKEY - 1. LIG,Kocaelispor,Erokspor,ROUND 16,1.44,4.0,6.0,1.36,3.0,1.05,11.0,1.25,3.75,1.83,1.98,1.91,1.8,1.5,2.5,1.13,5.9
84,vLzfu36M,2024-12-15,17:00,UKRAINE - PREMIER LEAGUE,Polissya Zhytomyr,Shakhtar Donetsk,ROUND 17,6.5,4.4,1.4,1.36,2.85,1.04,9.5,1.28,3.4,1.85,1.85,2.1,1.65,6.0,1.08,2.75,1.36
85,fs8hS5RQ,2024-12-15,17:15,ITALY - SERIE B,Salernitana,Juve Stabia,ROUND 17,2.25,3.2,3.1,1.5,2.5,1.07,9.0,1.36,3.0,2.15,1.67,1.95,1.8,2.3,1.6,1.38,3.0
86,nR9dC9S9,2024-12-15,17:30,ENGLAND - PREMIER LEAGUE,Manchester City,Manchester Utd,ROUND 16,1.62,4.4,4.8,1.25,3.75,1.02,19.0,1.14,5.5,1.44,2.75,1.53,2.38,1.6,2.3,1.19,4.5
87,j1DrIDeS,2024-12-15,17:30,GERMANY - BUNDESLIGA,Dortmund,Hoffenheim,ROUND 14,1.44,4.8,6.5,1.22,4.0,1.02,21.0,1.13,6.0,1.4,3.0,1.57,2.25,1.43,2.75,1.14,5.75
88,vJ3HqNto,2024-12-15,17:30,BOSNIA AND HERZEGOVINA - WWIN LIGA BIH,Sloboda,Borac Banja Luka,ROUND 14,26.0,11.0,1.05,0.0,0.0,0.0,0.0,1.07,7.0,1.36,2.87,3.3,1.28,0.0,0.0,0.0,0.0
89,A71YcQcc,2024-12-15,17:45,CROATIA - HNL,Hajduk Split,Rijeka,ROUND 17,2.15,2.9,3.6,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.73,2.05,1.8,1.24,3.9
90,6Teln26c,2024-12-15,18:00,ITALY - SERIE A,Como,AS Roma,ROUND 16,3.4,3.25,2.15,1.4,2.75,1.06,10.0,1.3,3.5,2.02,1.88,1.8,1.95,3.3,1.33,1.7,2.1
91,4G3zIXH7,2024-12-15,18:00,GREECE - SUPER LEAGUE,Panetolikos,PAOK,ROUND 15,6.0,4.0,1.5,1.36,3.0,1.05,11.0,1.25,3.75,1.9,1.95,2.0,1.75,6.6,1.11,2.6,1.48
92,CIj4zjkL,2024-12-15,18:30,SPAIN - LALIGA,Real Sociedad,Las Palmas,ROUND 17,1.4,4.2,9.0,1.44,2.63,1.06,10.0,1.36,3.2,2.1,1.73,2.5,1.5,1.4,2.85,1.1,7.0
93,IeVULjzS,2024-12-15,18:30,SPAIN - LALIGA,Villarreal,Betis,ROUND 17,1.75,4.0,4.2,1.3,3.4,1.03,15.0,1.2,4.5,1.62,2.3,1.57,2.25,1.83,2.07,1.26,3.7
94,v5GdO7nC,2024-12-15,18:30,BELGIUM - JUPILER PRO LEAGUE,St. Truiden,Anderlecht,ROUND 18,3.1,3.5,2.15,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25,3.1,1.35,1.7,2.1
95,48Vnzd1m,2024-12-15,18:30,CZECH REPUBLIC - CHANCE LIGA,Plzen,Ceske Budejovice,ROUND 19,1.11,9.0,21.0,1.18,4.5,1.01,29.0,1.08,8.0,1.3,3.5,2.1,1.67,1.12,6.4,0.0,0.0
96,WARCzmUI,2024-12-15,18:30,PORTUGAL - LIGA 3,Academica,Sporting CP B,ROUND 14,1.85,3.3,3.7,1.38,2.8,1.03,9.0,1.29,3.3,1.91,1.8,1.8,1.91,0.0,0.0,0.0,0.0
97,bkVT5LOG,2024-12-15,18:30,SPAIN - LALIGA2,Racing Santander,Huesca,ROUND 19,1.67,3.7,4.75,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,2.0,1.73,1.7,2.1,1.19,4.5
98,YTh0N6VN,2024-12-15,19:00,PORTUGAL - LIGA PORTUGAL,AVS,Benfica,ROUND 14,17.0,7.0,1.15,1.25,3.75,1.03,17.0,1.17,5.0,1.53,2.4,2.38,1.53,0.0,0.0,4.8,1.18
99,tzGNBU26,2024-12-15,19:15,BELGIUM - JUPILER PRO LEAGUE,Gent,Cercle Brugge KSV,ROUND 18,1.85,3.75,3.8,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,1.57,2.25,1.88,1.98,1.26,3.7
100,W6HYaDEG,2024-12-15,19:15,BELGIUM - CHALLENGER PRO LEAGUE,RWDM,Club Brugge KV U23,ROUND 15,1.44,4.2,6.0,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.73,2.0,1.43,2.75,1.13,5.9
101,n7JRhXKG,2024-12-15,19:15,ISRAEL - LIGAT HA'AL,Ironi Tiberias,Maccabi Haifa,ROUND 14,7.5,5.25,1.25,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,2.0,1.73,0.0,0.0,3.55,1.28
102,UoPZJZQF,2024-12-15,19:30,GERMANY - BUNDESLIGA,RB Leipzig,Eintracht Frankfurt,ROUND 14,2.15,3.75,3.0,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.5,1.5,2.5,2.08,1.73,1.4,2.85
103,vq3kXe85,2024-12-15,19:30,GERMANY - 3. LIGA,Saarbrucken,Alemannia Aachen,ROUND 18,1.85,3.4,3.8,1.36,3.0,1.04,12.0,1.25,3.75,1.88,1.98,1.8,1.91,1.83,2.03,1.26,3.7
104,fHOChicM,2024-12-15,19:45,ROMANIA - SUPERLIGA,Farul Constanta,FCSB,ROUND 20,3.7,3.5,1.83,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,1.8,1.91,4.0,1.23,2.0,1.85
105,b5T1jS5j,2024-12-15,20:00,ENGLAND - PREMIER LEAGUE,Chelsea,Brentford,ROUND 16,1.35,5.5,7.5,1.18,4.5,1.01,26.0,1.08,8.0,1.3,3.5,1.53,2.38,1.33,3.3,1.11,6.6
106,KxTpjJB7,2024-12-15,20:00,ENGLAND - PREMIER LEAGUE,Southampton,Tottenham,ROUND 16,4.2,4.5,1.67,1.18,4.5,1.01,23.0,1.08,8.0,1.3,3.5,1.36,3.0,4.1,1.23,2.2,1.65
